Pathway,AMCF,genes
RANK_Signaling_in_Osteoclast_Pathway_IKBs_Degradation,0.0,CHUK IKBKB IKBKE IKBKG MAP3K14 MAP3K7 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB TAB2 TNFRSF11A TNFSF11 TRAF2 TRAF5 TRAF6 
RAS_Pathway,1.0,AATK AKT1 AKT2 AKT3 ALK ANGPT1 ARAF ATF2 ATF4 AXL BRAF CACNA1A CACNA1B CACNA1C CACNA1D CACNA1E CACNA1F CACNA1G CACNA1H CACNA1I CACNA1S CACNA2D1 CACNA2D2 CACNA2D3 CACNA2D4 CACNB1 CACNB2 CACNB3 CACNB4 CACNG1 CACNG2 CACNG3 CACNG4 CACNG5 CACNG6 CACNG7 CACNG8 CALM1 CALM2 CALM3 CCNA1 CCNA2 CCNB1 CCNB2 CCNC CCND1 CCND2 CCND3 CCNE1 CCNF CCNG1 CCNT1 CCNT2 CD247 CD3E CDC42 CDK1 CDK10 CDK19 CDK2 CDK3 CDK4 CDK5 CDK6 CDK7 CDK8 CDK9 CHUK CNKSR1 CREB1 CREB3 CREB3L4 CRKL CSF1R DDR1 DDR2 DOK1 DOK2 DOK3 DOK4 DOK5 DOK6 EGFR ELK1 ELK4 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB2 ERBB3 ERBB4 FGFR1 FGFR2 FGFR3 FGFR4 FLT1 FLT3 FLT4 FYN GDNF GFRA1 GFRA2 GFRA3 GFRA4 GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAL GNAO1 GNAQ GNAS GNAT1 GNAT2 GNAT3 GNAZ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GPLD1 GRB2 HRAS IGF1R IKBKB IKBKE IKBKG INSRR ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 JUN KDR KIT KNDC1 KRAS LAT LCK LIFR LMTK2 LMTK3 MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK8 MAPK9 MEF2A MEF2B MEF2C MEF2D MERTK MET MLLT4 MRAS MST1R MUSK MYC NF1 NFKB1 NFKB2 NRAS NTRK1 NTRK2 NTRK3 PAK1 PDGFRA PDGFRB PDPK1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PLD2 PLD3 PREX1 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCSH PRKCZ PRKD1 PRKD3 PTEN PTK7 RAB5A RAC1 RAF1 RALA RALB RALBP1 RALGDS RAP1A RAP1B RAPGEF1 RASA1 RASA2 RASA3 RASGEF1A RASGEF1B RASGEF1C RASGRF1 RASGRP1 RASGRP3 RASGRP4 REL RELA RELB RET RHOA RIN1 ROR1 ROR2 ROS1 RRAS RRAS2 RYK SOS1 SOS2 STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 SYK TEK TIAM1 TYRO3 VAV1 VAV2 VAV3 ZAP70 
Regulation_of_telomere_length_and_cellular_immortalization_effect,0.0,ACD AKT1 DKC1 E2F1 HNRNPA1 HNRNPC HSP90AA1 MAX MRE11A MYC PDPK1 PIK3CA PINX1 POT1 PRKCA PTGES3 RPL22 SP1 STAU1 TEP1 TERF1 TERF2 TERF2IP TERT TINF2 TNKS TNKS2 XRCC5 XRCC6 
RNA_Polymerase_II_Complex_Pathway,1.0,BDP1 BRF1 BRF2 GTF2A1 GTF2A2 GTF2B GTF2E1 GTF2E2 GTF2F1 GTF2F2 GTF2H1 GTF2H2 GTF2H3 GTF2H4 GTF2H5 GTF3A GTF3C1 GTF3C2 GTF3C3 GTF3C4 GTF3C5 PAPPA-AS1 POLR2A POLR2B POLR2C POLR2D POLR2E POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K POLR2L TAF1 TAF10 TAF11 TAF12 TAF13 TAF15 TAF1L TAF2 TAF3 TAF4 TAF5 TAF5L TAF6 TAF6L TAF7 TAF7L TAF9 TAF9B TBP TCEA1 TCEA2 TCEA3 
Sister_chromatid_cohesion_effect,0.0,CCNB1 CDK1 CHTF18 CHTF8 DSCC1 ESCO1 ESPL1 H1F0 H3F3A PAPD7 PCNA PDS5A PTTG1 RAD21 RAD21 RFC2 RFC3 SMC1A SMC3 STAG1 TOP1 
SMAD_m_Pathway,-1.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 AXIN1 BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B CREBBP CTBP1 CTBP2 DAB2 EP300 FLNA FLNB FLNC FOS FOSB FOSL1 FOSL2 FOXH1 HACE1 HDAC1 HDAC10 HDAC11 HDAC2 HDAC3 HDAC4 HDAC5 HDAC6 HDAC7 HDAC8 HDAC9 HECW1 HECW2 ITCH JUN JUNB JUND KPNB1 LEFTY2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 RAB5A RAB5B RAB5C RAN RNF8 SIN3A SIN3B SKI SKIL SMAD2 SMAD3 SMAD4 SMAD7 SMURF1 SMURF2 SNX6 STUB1 TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR2 TGFBRAP1 TGIF1 TRAF7 TRIM63 UBE3A UBE3B UBE3C UBR1 UBR2 UBR5 WWP1 WWP2 XPO1 ZFYVE9 
SMAD_m_Pathway_Degradation,0.0,HACE1 HECW1 HECW2 ITCH PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 RNF8 SKI SKIL SMAD2 SMAD3 SMAD7 SMURF1 SMURF2 STUB1 TGFBR1 TGFBR2 TRAF7 TRIM63 UBB UBC UBD UBE3A UBE3B UBE3C UBR1 UBR2 UBR5 WWP1 WWP2 
SMAD_p_Pathway,0.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 AXIN1 BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B CREBBP CTBP1 CTBP2 DAB2 EP300 FLNA FLNB FLNC FOS FOSB FOSL1 FOSL2 FOXH1 HACE1 HDAC1 HDAC10 HDAC11 HDAC2 HDAC3 HDAC4 HDAC5 HDAC6 HDAC7 HDAC8 HDAC9 HECW1 HECW2 ITCH JUN JUNB JUND KPNB1 LEFTY2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 RAB5A RAB5B RAB5C RAN RNF8 SIN3A SIN3B SKI SKIL SMAD2 SMAD3 SMAD4 SMAD7 SMURF1 SMURF2 SNX6 STUB1 TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR2 TGFBRAP1 TGIF1 TRAF7 TRIM63 UBE3A UBE3B UBE3C UBR1 UBR2 UBR5 WWP1 WWP2 XPO1 ZFYVE9 
SMAD_p_Pathway_Degradation,0.0,HACE1 HECW1 HECW2 ITCH PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 RNF8 SKI SKIL SMAD2 SMAD3 SMAD7 SMURF1 SMURF2 STUB1 TGFBR1 TGFBR2 TRAF7 TRIM63 UBB UBC UBD UBE3A UBE3B UBE3C UBR1 UBR2 UBR5 WWP1 WWP2 
Spindle_assembly_and_chromosome_separation_effect,1.0,ACTB ANAPC1 AURKA AURKB CCNB1 CDC20 CDK1 CSE1L DCTN2 DYNC1H1 DYNC1I1 DYNC1LI1 ESPL1 IPO5 KIF11 KIF22 KPNA1 MAD1L1 MAD2L1 NDC80 NEK2 NUMA1 PTTG1 RAD21 RAN RCC1 TPX2 TUBA1A UBB ZW10 
Start_of_DNA_replication_in_early_S_phase_effect,0.0,CBX5 CCNE1 CDC45 CDC6 CDC7 CDK2 CDT1 DBF4 DBF4B E2F1 GMNN H1F0 MCM10 MCM2 MCM3 MCM4 MCM5 ORC1 ORC2 ORC3 ORC4 ORC5 ORC6 POLA1 PPP2CA RPA1 RPA2 RPA3 TFDP1 
STAT3_Pathway,1.0,ACVR1 ACVR2B ACVRL1 ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ARAF BAX BCL2 BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8B BMPR1A BMPR1B BMPR2 BRAF BTK CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL4L1 CCL4L2 CCL5 CCL7 CCL8 CCR1 CCR10 CCR2 CCR3 CCR4 CCR5 CCR6 CCR7 CCR8 CCR9 CCRL2 CD2 CD27 CD4 CD40 CD40LG CD70 CD80 CDC25A CDKN1A CER1 CSF1 CSF1R CSF2 CSF2RA CSF2RB CSF3 CSF3R CTLA4 CX3CL1 CX3CR1 CXCL10 CXCL11 CXCL12 CXCL13 CXCL14 CXCL16 CXCL3 CXCL5 CXCL6 CXCL9 CXCR1 CXCR2 CXCR3 CXCR4 CXCR5 CXCR6 DAP FAS FASLG FPR2 HGF HRAS HRH4 IL10 IL10RA IL10RB IL11 IL11RA IL12A IL12B IL12RB1 IL12RB2 IL13 IL13RA1 IL13RA2 IL15 IL15RA IL16 IL17A IL17RA IL17RC IL18 IL18R1 IL19 IL1A IL1B IL1R1 IL2 IL20 IL20RA IL21 IL22 IL22RA1 IL23A IL23R IL24 IL26 IL2RA IL2RB IL2RG IL3 IL3RA IL4 IL4R IL5 IL5RA IL6 IL6R IL7 IL7R IL8 IL9 IL9R JAK2 KRAS LIF LIFR LTA MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP2K7 MAP3K10 MAP3K11 MAP3K9 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK8 MAPK9 MET MRAS MYC NGFR NPTN NRAS OSM OSMR PAK1IP1 PF4 PF4V1 PIM1 PIP RAC1 RAF1 RRAS RRAS2 SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 SRC STAT3 TEK TGFB3 TIE1 TNF TNFAIP6 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TNFRSF11A TNFRSF12A TNFRSF13B TNFRSF13C TNFRSF14 TNFRSF17 TNFRSF18 TNFRSF1A TNFRSF1B TNFRSF21 TNFRSF25 TNFRSF4 TNFRSF8 TNFRSF9 TNFSF10 TNFSF11 TNFSF12 TNFSF13 TNFSF13B TNFSF14 TNFSF18 TNFSF4 TNFSF8 TNFSF9 TYK2 XCL1 XCL2 XCR1 
TGF_beta_Pathway,1.0,AKT1 ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ANGPTL6 AREG ATF2 BAX BCL2 BDNF BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B BTC BTK CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL5 CCL7 CCL8 CD2 CD4 CD80 CDH1 CLEC11A CREBBP CSF2RB CTGF CXCL12 EGF EGFR EP300 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT4 FOS FOXH1 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNRH1 GNRH2 GRB2 HDGF HGF HRAS IGF1 IGF2 IGF2-AS IL10 IL10RA IL10RB IL11 IL12A IL12B IL13 IL15 IL16 IL17A IL17RC IL18 IL18R1 IL19 IL1A IL1B IL1R1 IL2 IL20 IL22 IL23A IL24 IL26 IL2RA IL2RB IL2RG IL3 IL3RA IL4 IL4R IL5 IL6 IL6R IL7 IL7R IL8 IL9 IL9R JUN KDR KITLG KLF10 KRAS LEFTY1 LEFTY2 LHB LTBP1 LTBP2 LTBP3 LTBP4 MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP3K7 MAP4K1 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK8 MAPK9 MDK MET MRAS NGF NGFR NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NUDT6 OGFR OGN PDGFA PDGFB PDGFC PDGFD PENK PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PPAP2B PPBP PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E PROK1 PSIP1 PTN RHOA RRAS RRAS2 SAR1A SAR1B SEMA3A SEMA4B SEMA4G SEMA5A SKI SKIL SMAD1 SMAD2 SMAD3 SMAD4 SMAD5 SMAD6 SMAD7 SMAD9 SOS1 SOS2 SPON1 TAB1 TBRG1 TDGF1 TGFA TGFB1 TGFB2 TGFB2 TGFB3 TGFBR1 TGFBR2 THPO TIMP1 TIMP2 TIMP3 TIMP4 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TNFRSF13C TNFRSF17 TNFRSF18 TNFRSF1A TNFRSF1B TNFRSF25 TNFSF10 TNFSF13B TYMP UTS2 VEGFB VEGFC XIAP 
TGF_beta_Pathway_Epithelial_mesenchymal_transdifferentiation,0.0,AKT1 MAP2K4 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR2 
TGF_beta_Pathway_Post_transcriptional_G1_arrest,0.0,LTBP1 LTBP2 LTBP3 LTBP4 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E TGFB1 TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR2 
TGF_beta_Pathway_SnON_degradation,0.0,ATF2 CDH1 CREBBP EP300 FOS JUN SKI SMAD2 SMAD3 SMAD4 
TGF_beta_Pathway_Tumorogenesis,0.0,ATF2 CREBBP EP300 FOS JUN SMAD2 SMAD4 
TGF_beta_Pathway_Tumor_suppression,0.0,ATF2 CREBBP EP300 FOS JUN SMAD2 SMAD4 
TNF_m_Pathway,-1.0,APAF1 BAG4 BID CASP1 CASP2 CASP3 CASP6 CASP7 CASP8 CASP9 CRADD CYCS FADD MADD RIPK1 TNF TNFRSF1A TNFRSF1B TRADD TRAF2 
TNF_m_Pathway_Apoptosis,0.0,APAF1 BAG4 CASP1 CASP2 CASP3 CASP6 CASP7 CASP8 CASP9 CRADD CYCS FADD MADD RIPK1 TNF TNFRSF1A TRADD TRAF2 
TNF_p_Pathway,1.0,ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 BAG4 BIRC2 BIRC3 CHUK ELK1 FADD FOS IKBKB IKBKE IKBKG JUN LTA MADD MAP2K4 MAP2K4 MAP3K1 MAP3K14 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAPK1 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK6 MAPK7 MAPK8 NFKB1 NFKBIA NFKBIB NFKBIE TANK TNF TNFRSF1A TNFRSF1B TRADD TRAF2 TRAF3 
TNF_p_Pathway_Gene_expression_Cell_Survival,0.0,ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 CHUK ELK1 FOS IKBKB IKBKE IKBKG JUN MAP2K4 MAP3K1 MAP3K14 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK8 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB 
TNF_p_Pathway_IKBs_degradation,0.0,CHUK IKBKB IKBKE IKBKG MAP3K1 MAP3K14 MAP3K2 MAP3K3 MAP3K4 MAP3K5 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB 
TRAF_m_Pathway,-1.0,BIRC2 BIRC3 CASP3 CASP6 CASP7 CASP8 MADD RIPK1 TANK TNFRSF1A 
TRAF_m_Pathway_IKBs_Degradation,0.0,CHUK IKBKB IKBKE IKBKG LTA NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB RIPK1 TNF TNFRSF1B TRAF2 TRAF6 
TRAF_p_Pathway,1.0,CD40 CD40LG CHUK FOS IKBKB IKBKE IKBKG IL12A IL12B IL1A IL1B IL1R1 IRAK1 IRAK2 IRAK3 IRAK4 JUN LTA MAP2K3 MAP2K4 MAP2K6 MAP2K7 MAP3K1 MAP3K14 MAP3K5 MAP3K7 MAP4K2 MAP4K5 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK8 MAPK9 MYD88 NFKB1 NFKBIA NFKBIB NFKBIE NGF NGFR PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 SRC TAB1 TAB2 TIRAP TLR1 TLR10 TLR2 TLR3 TLR4 TLR5 TLR6 TLR7 TLR8 TLR9 TNF TNFRSF11A TNFRSF13B TNFRSF17 TNFRSF1B TNFSF11 TNFSF13 TNFSF13B TOLLIP TRADD TRAF1 TRAF2 TRAF3 TRAF4 TRAF5 TRAF6 UBB UBC UBD 
TRAF_p_Pathway_IKBs_Degradation,0.0,CHUK IKBKB IKBKE IKBKG LTA NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB RIPK1 TNF TNFRSF1B TRAF2 TRAF6 
Transcription_of_mRNA_Pathway,1.0,GTF2A1 GTF2A2 GTF2B GTF2E1 GTF2E2 GTF2F1 GTF2F2 GTF2H1 GTF2H2 GTF2H3 GTF2H4 GTF2H5 GTF2I PAPPA-AS1 POLR2A POLR2B POLR2C POLR2D POLR2E POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K POLR2L TAF1 TAF10 TAF11 TAF12 TAF13 TAF15 TAF1L TAF2 TAF3 TAF4 TAF5 TAF5L TAF6 TAF6L TAF7 TAF7L TAF9 TAF9B TBP TCEA1 TCEA2 TCEA3 
Transition_and_termination_of_DNA_replication_effect,1.0,BARD1 BRCA1 CCNA1 CDK1 CDK2 E2F1 E2F4 FEN1 LIG1 MCM2 PCNA POLA1 POLD1 POLD2 POLD3 POLD4 POLE RFC1 RFC2 TOP1 TOP2A UBB WRN 
Translation_Regulation_of_EIF4F_activity,1.0,AKT3 CDC42 EGF EGFR EIF4A2 EIF4B EIF4E EIF4EBP1 EIF4G1 EIF4G2 EIF4G3 EIF4H GRB2 HRAS IGBP1 IRS1 MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K6 MAP3K1 MAP3K11 MAP3K7 MAPK14 MAPK3 MKNK1 MTOR PAK1 PDPK1 PIK3CD PIK3R3 PPP2CB PRKCZ RAC1 RAF1 RHEB RPS6KA5 RPS6KB1 RPS6KB2 SHC1 SOS2 TAB1 TGFB1 TGFBR1 TGFBR2 TIAM1 TSC1 TSC2 
Ubiquitin_Proteasome_Pathway,1.0,HACE1 HECW1 HECW2 ITCH PAN2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 RNF8 SMURF1 SMURF2 STUB1 TRAF7 UBA1 UBA3 UBA5 UBB UBC UBD UBE2A UBE2B UBE2C UBE2D1 UBE2D2 UBE2D3 UBE2D4 UBE2E1 UBE2E2 UBE2E3 UBE2F UBE2G1 UBE2H UBE2I UBE2J1 UBE2J2 UBE2L3 UBE2L6 UBE2M UBE2N UBE2Q1 UBE2R2 UBE2S UBE2T UBE2U UBE2V1 UBE2V2 UBE3A UBE3B UBE3C UBR1 UBR2 UBR5 USP1 USP10 USP11 USP12 USP13 USP14 USP15 USP16 USP17 USP18 USP19 USP2 USP20 USP21 USP22 USP24 USP25 USP26 USP28 USP29 USP3 USP30 USP31 USP32 USP33 USP34 USP35 USP36 USP37 USP38 USP39 USP4 USP40 USP41 USP42 USP43 USP44 USP45 USP46 USP47 USP48 USP49 USP5 USP50 USP51 USP53 USP54 USP6 USP7 USP8 USP9X USP9Y WWP1 WWP2 
Ubiquitin_Proteasome_Pathway_Degraded_Protein,0.0,HACE1 HECW1 HECW2 ITCH RNF8 SMURF1 SMURF2 STUB1 TRAF7 TRIM63 UBB UBC UBD UBE2A UBE2B UBE2C UBE2D1 UBE2D2 UBE2D3 UBE2D4 UBE2E1 UBE2E2 UBE2E3 UBE2F UBE2G1 UBE2H UBE2I UBE2J1 UBE2J2 UBE2L3 UBE2L6 UBE2M UBE2N UBE2Q1 UBE2R2 UBE2S UBE2T UBE2U UBE2V1 UBE2V2 UBE3A UBE3B UBE3C UBR1 UBR2 UBR5 WWP1 WWP2 
VEGF_Pathway,1.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 AKT1 BAD CASP9 FIGF GRB2 HRAS HSP90AA1 HSPB1 JMJD7-PLA2G4B KDR KRAS MAP2K1 MAP2K2 MAP2K3 MAP2K6 MAPK1 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPKAPK2 MAPKAPK3 MRAS NANOS3 NRAS PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLA2G4A PLA2G4C PLCG1 PLCG2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PTK2 PTK2B PXN RAF1 RRAS RRAS2 SHC2 SOS1 SOS2 SRC VEGFA VEGFC 
VEGF_Pathway_Actin_Reorganization,0.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 FIGF HSPB1 KDR MAPK11 MAPK12 MAPK13 MAPK14 MAPKAPK2 MAPKAPK3 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 SHC2 SRC VEGFA VEGFC 
VEGF_Pathway_Nitric_Oxide_Prodaction,0.0,AKT1 HSP90AA1 NANOS3 
Wnt_Pathway,1.0,APC ATF4 AXIN1 BCL9 BIRC5 BTRC CAMK2A CAMK2B CAMK2D CAMK2G CBY1 CCND1 CDH1 CDH10 CDH11 CDH12 CDH13 CDH15 CDH16 CDH17 CDH18 CDH19 CDH2 CDH20 CDH22 CDH23 CDH24 CDH26 CDH3 CDH4 CDH5 CDH6 CDH7 CDH8 CDH9 CEBPB CER1 CHUK CLDN1 CREB1 CREB3 CREB3L4 CREBBP CSNK1A1 CSNK1D CSNK1E CSNK1G1 CSNK1G2 CSNK1G3 CTNNA1 CTNNB1 DAAM1 DAAM2 DCHS1 DKK1 DKK2 DKK4 DVL1 ENC1 FOSL1 FRZB FZD1 FZD10 FZD2 FZD3 FZD4 FZD5 FZD6 FZD7 FZD8 FZD9 GAST GCFC2 GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAL GNAO1 GNAQ GNAS GNAT1 GNAT2 GNAT3 GNAZ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GSK3B HNF1A HNF1B HNF4A JUN KREMEN1 KREMEN2 LEF1 LRP5 LRP6 MAP2K4 MAP2K7 MAP3K1 MAP3K10 MAP3K11 MAP3K12 MAP3K13 MAP3K14 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K6 MAP3K7 MAP3K8 MAP3K9 MAPK10 MAPK8 MAPK9 MMP7 MYC NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFE2L1 NRCAM PCDHGA12 PLAUR PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PPARD PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PTGS2 PYGO1 PYGO2 RAC1 REST RHOA ROCK2 SMARCA4 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TEAD1 TEAD4 TFAM TP53 UBB UBC UBD UBE2D2 VIM WIF1 WNT1 WNT10A WNT10B WNT11 WNT16 WNT2 WNT2B WNT3 WNT3A WNT4 WNT5A WNT5B WNT6 WNT7A WNT7B WNT8A WNT8B WNT9A WNT9B ZEB1 ZNF354A 
Wnt_Pathway_Ctnn.b_Degradation,0.0,BTRC CTNNB1 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 UBB UBC UBD 
